1.491615258230000019e+09,6.615876460319999524e+02,3.322977823240000248e+02
1.491615281349999905e+09,6.613859547590000147e+02,3.321770570219999854e+02
1.491615304630000114e+09,6.617094524630000478e+02,3.322860806250000110e+02
1.491615327220000029e+09,6.616189375960000234e+02,3.327154194529999813e+02
1.491615350009999990e+09,6.616160952679999809e+02,3.323648471770000015e+02
1.491615372480000019e+09,6.614347236900000553e+02,3.324749949119999997e+02
1.491615395700000048e+09,6.616869512499999928e+02,3.320959989020000194e+02
1.491615419109999895e+09,6.617843976789999942e+02,3.321289497800000277e+02
1.491615442220000029e+09,6.616360818220000510e+02,3.323419150149999837e+02
1.491615465930000067e+09,6.616403138089999629e+02,3.325205518889999894e+02
1.491615489740000010e+09,6.617226422910000565e+02,3.325399543909999807e+02
1.491615513099999905e+09,6.616452423959999578e+02,3.322907663359999901e+02
1.491615536450000048e+09,6.616669025290000263e+02,3.324232270549999839e+02
1.491615559640000105e+09,6.615824681939999437e+02,3.321815955920000079e+02
1.491615582670000076e+09,6.616106095579999646e+02,3.322581946349999953e+02
1.491615604549999952e+09,6.616109523170000557e+02,3.322657436220000022e+02
1.491615626710000038e+09,6.615472884600000043e+02,3.323459327990000247e+02
1.491615649849999905e+09,6.615617771219999668e+02,3.324411139169999956e+02
1.491615672710000038e+09,6.615262487349999674e+02,3.323124049279999781e+02
1.491615695859999895e+09,6.616642568959999835e+02,3.320041938449999748e+02
1.491615718910000086e+09,6.613844246810000413e+02,3.323659998609999775e+02
1.491615741640000105e+09,6.611928875099999914e+02,3.323740700660000016e+02
1.491615763619999886e+09,6.616534462370000256e+02,3.319820769959999893e+02
1.491615785589999914e+09,6.615694956070000217e+02,3.324756691370000112e+02
1.491615808710000038e+09,6.617144663029999947e+02,3.322354452750000178e+02
1.491615831670000076e+09,6.613858316439999498e+02,3.326741215580000244e+02
1.491615855250000000e+09,6.617211440840000023e+02,3.323093514419999792e+02
1.491615878220000029e+09,6.616752670130000524e+02,3.322968537219999803e+02
1.491615901720000029e+09,6.616188843779999615e+02,3.324429245200000196e+02
1.491615925180000067e+09,6.617361188309999989e+02,3.322241076949999865e+02
1.491615948200000048e+09,6.614447969620000549e+02,3.322122244999999907e+02
1.491615972220000029e+09,6.615937549230000059e+02,3.323388107650000052e+02
1.491615996190000057e+09,6.615703705670000545e+02,3.322919521079999754e+02
1.491616020049999952e+09,6.616098312049999777e+02,3.325732264360000272e+02
1.491616043990000010e+09,6.616562328070000376e+02,3.323870207769999752e+02
1.491616067119999886e+09,6.616251387199999954e+02,3.322679600499999992e+02
1.491616089900000095e+09,6.615497710260000304e+02,3.322163499249999745e+02
1.491616114390000105e+09,6.616694086259999494e+02,3.321490938449999817e+02
1.491616137890000105e+09,6.616334003859999484e+02,3.325315761580000071e+02
1.491616161740000010e+09,6.616132551529999546e+02,3.322049745799999982e+02
1.491616185210000038e+09,6.614043111370000361e+02,3.321280822940000235e+02
1.491616208339999914e+09,6.617071642969999630e+02,3.320995619010000155e+02
1.491616231099999905e+09,6.616601468090000253e+02,3.322765021650000108e+02
1.491616254529999971e+09,6.615202948910000487e+02,3.320574003689999927e+02
1.491616278200000048e+09,6.615556612130000076e+02,3.323148111680000056e+02
1.491616301140000105e+09,6.617325082150000526e+02,3.323018159299999752e+02
1.491616325640000105e+09,6.617199394350000148e+02,3.321535292710000249e+02
1.491616348799999952e+09,6.614213380119999783e+02,3.319116920810000124e+02
1.491616372130000114e+09,6.616835808719999932e+02,3.324804210489999718e+02
1.491616395250000000e+09,6.616582139949999828e+02,3.322195455949999996e+02
1.491616418009999990e+09,6.613307871350000369e+02,3.325015064510000116e+02
1.491616442640000105e+09,6.616199370780000208e+02,3.323890265860000000e+02
1.491616465109999895e+09,6.614464801230000148e+02,3.323643805830000133e+02
1.491616488509999990e+09,6.612713954079999894e+02,3.322533747090000134e+02
1.491616511119999886e+09,6.614836232510000400e+02,3.321200260439999852e+02
1.491616533819999933e+09,6.613710511220000399e+02,3.319919390719999797e+02
1.491616556559999943e+09,6.616152313779999758e+02,3.322064728959999798e+02
1.491616579980000019e+09,6.617383990020000510e+02,3.323378316179999956e+02
1.491616603000000000e+09,6.613887396500000477e+02,3.320776231980000262e+02
1.491616625799999952e+09,6.616460111439999991e+02,3.323024771099999839e+02
1.491616648730000019e+09,6.614871237270000393e+02,3.323569734600000061e+02
1.491616671059999943e+09,6.615180671829999710e+02,3.322484994339999957e+02
1.491616693420000076e+09,6.614133852410000145e+02,3.325132196629999726e+02
1.491616716559999943e+09,6.616213804479999681e+02,3.322133545689999892e+02
1.491616739019999981e+09,6.616866622080000298e+02,3.322060882490000040e+02
1.491616761549999952e+09,6.615528743700000405e+02,3.325461745160000078e+02
1.491616784509999990e+09,6.616291800830000511e+02,3.325326241789999813e+02
1.491616806599999905e+09,6.616082255349999741e+02,3.320316568270000062e+02
1.491616829140000105e+09,6.616692189059999691e+02,3.322259777410000083e+02
1.491616851619999886e+09,6.614374367579999898e+02,3.323988033420000079e+02
1.491616873980000019e+09,6.614531372899999724e+02,3.322722440850000112e+02
1.491616897190000057e+09,6.614593400129999736e+02,3.320780902160000210e+02
1.491616918900000095e+09,6.616035760959999834e+02,3.319071826570000212e+02
1.491616941710000038e+09,6.616775657509999746e+02,3.324278174080000099e+02
1.491616965230000019e+09,6.617206618120000030e+02,3.321343076489999930e+02
1.491616987970000029e+09,6.616054666159999442e+02,3.321068043039999793e+02
1.491617011000000000e+09,6.613727110690000472e+02,3.324912289420000207e+02
1.491617033380000114e+09,6.613966813719999891e+02,3.322591456690000200e+02
1.491617057099999905e+09,6.616117256620000262e+02,3.322651558189999719e+02
1.491617080380000114e+09,6.617176045050000539e+02,3.322362792979999995e+02
1.491617103539999962e+09,6.615742668200000480e+02,3.320250576560000013e+02
1.491617126920000076e+09,6.615941348520000247e+02,3.321554703880000261e+02
1.491617150589999914e+09,6.617350340340000230e+02,3.320954200470000046e+02
1.491617173670000076e+09,6.615094339639999816e+02,3.322584731690000126e+02
1.491617195930000067e+09,6.614289897840000094e+02,3.321936677990000248e+02
1.491617218869999886e+09,6.616664822110000159e+02,3.323248706769999785e+02
1.491617240599999905e+09,6.615410528180000256e+02,3.323264785169999982e+02
1.491617263839999914e+09,6.614619283700000096e+02,3.324315516249999973e+02
1.491617287440000057e+09,6.616669176640000387e+02,3.323997485419999975e+02
1.491617310309999943e+09,6.614385013429999844e+02,3.322868888200000015e+02
1.491617333829999924e+09,6.614633027879999645e+02,3.323011158610000280e+02
1.491617357619999886e+09,6.615181057600000258e+02,3.321822974469999963e+02
1.491617380490000010e+09,6.617142150700000229e+02,3.323039676160000226e+02
