1.491614957420000076e+09,6.603655778510000118e+02,3.320934708390000196e+02
1.491614979720000029e+09,6.613708041239999602e+02,3.325650419529999908e+02
1.491615002799999952e+09,6.621769171150000375e+02,3.324635764390000077e+02
1.491615026680000067e+09,6.615708425650000208e+02,3.331468835939999735e+02
1.491615050430000067e+09,6.613537544969999544e+02,3.317161075170000117e+02
1.491615073759999990e+09,6.605556070889999773e+02,3.312838717700000188e+02
1.491615096920000076e+09,6.604607703789999960e+02,3.323045848140000089e+02
1.491615120079999924e+09,6.603029734960000496e+02,3.330595100190000153e+02
1.491615144160000086e+09,6.625521854979999716e+02,3.332119258110000146e+02
1.491615173829999924e+09,6.626476325969999834e+02,3.324908071520000021e+02
1.491615196160000086e+09,6.617068882309999935e+02,3.324329616370000053e+02
1.491615220009999990e+09,6.614622473709999895e+02,3.322668162549999806e+02
